rank	pair_id	chrom	lcr_up_start	lcr_up_end	lcr_down_start	lcr_down_end	interior_start	interior_end	interior_len_bp	avg_lcr_len_bp	identity	propensity_X	n_interior_genes	n_disease_genes	n_HI3_genes	hi_disease_genes	omim_examples
510	NAHR_01112_chr16_18M	chr16	18919064	18926692	22436878	22444640	18926692	22436878	3510186	7695	0.9637	3.745	92	22	0		COQ7=HP:0003391:Gowers sign
511	NAHR_01733_chr2_106M	chr2	106394258	106468418	110504758	110577154	106468418	110504758	4036340	73278	0.9829	4.782	58	15	0		
512	NAHR_01780_chr2_106M	chr2	106394258	106468418	110504758	110577154	106468418	110504758	4036340	73278	0.9829	4.782	58	15	0		
513	NAHR_01739_chr2_107M	chr2	107829550	107901691	110504758	110576885	107901691	110504758	2603067	72134	0.9833	4.777	43	15	0		SLC5A7=HP:0003324:Generalized muscle weakness
514	NAHR_01779_chr2_107M	chr2	107829550	107901691	110504758	110576885	107901691	110504758	2603067	72134	0.9833	4.777	43	15	0		SLC5A7=HP:0003324:Generalized muscle weakness
515	NAHR_00794_chr15_28M	chr15	28697783	28730436	32440992	32472368	28730436	32440992	3710556	32014	0.9789	4.410	59	17	0		
516	NAHR_00852_chr15_28M	chr15	28697783	28730436	32440992	32472368	28730436	32440992	3710556	32014	0.9789	4.410	59	17	0		
517	NAHR_00191_chr1_144M	chr1	144572469	144610021	148466045	148503773	144610021	148466045	3856024	37640	0.9900	4.530	78	16	0		
518	NAHR_00386_chr1_144M	chr1	144572469	144610021	148466045	148503773	144610021	148466045	3856024	37640	0.9900	4.530	78	16	0		
519	NAHR_00246_chr1_145M	chr1	145430979	145520644	148013869	148093829	145520644	148013869	2493225	84812	0.9933	4.895	57	14	0		
520	NAHR_00347_chr1_145M	chr1	145430979	145520644	148013869	148093829	145520644	148013869	2493225	84812	0.9933	4.895	57	14	0		
521	NAHR_01988_chr22_18M	chr22	18845519	18855893	20688614	20699044	18855893	20688614	1832721	10402	0.9742	3.914	79	20	0		DGCR6=HP:0000718:Aggressive behavior
522	NAHR_02016_chr22_18M	chr22	18845519	18855893	20688614	20699044	18855893	20688614	1832721	10402	0.9742	3.914	79	20	0		DGCR6=HP:0000718:Aggressive behavior
523	NAHR_01998_chr22_18M	chr22	18901997	18924717	20301634	20323554	18924717	20301634	1376917	22320	0.9583	4.167	61	18	0		PRODH=HP:0001251:Ataxia
524	NAHR_02003_chr22_18M	chr22	18901997	18924717	20301634	20323554	18924717	20301634	1376917	22320	0.9583	4.167	61	18	0		PRODH=HP:0001251:Ataxia
525	NAHR_01968_chr22_18M	chr22	18545772	18552232	20731437	20738049	18552232	20731437	2179205	6536	0.9762	3.725	87	21	0		
526	NAHR_02023_chr22_18M	chr22	18545772	18552232	20731437	20738049	18552232	20731437	2179205	6536	0.9762	3.725	87	21	0		
527	NAHR_01999_chr22_18M	chr22	18950240	18976730	20262035	20290267	18976730	20262035	1285305	27361	0.9584	4.253	57	17	0		DGCR2=HP:0000718:Aggressive behavior
528	NAHR_02002_chr22_18M	chr22	18950240	18976730	20262035	20290267	18976730	20262035	1285305	27361	0.9584	4.253	57	17	0		DGCR2=HP:0000718:Aggressive behavior
529	NAHR_00226_chr1_145M	chr1	145342484	145388993	148533173	148577847	145388993	148533173	3144180	45591	0.9832	4.581	71	15	0		
530	NAHR_00394_chr1_145M	chr1	145342484	145388993	148533173	148577847	145388993	148533173	3144180	45591	0.9832	4.581	71	15	0		
531	NAHR_00260_chr1_145M	chr1	145574301	145595326	149471558	149492673	145595326	149471558	3876232	21070	0.9781	4.229	83	17	0		
532	NAHR_00452_chr1_145M	chr1	145574301	145595326	149471558	149492673	145595326	149471558	3876232	21070	0.9781	4.229	83	17	0		
533	NAHR_00242_chr1_145M	chr1	145400308	145427652	149077127	149106564	145427652	149077127	3649475	28390	0.9799	4.363	78	16	0		
534	NAHR_00441_chr1_145M	chr1	145400308	145427652	149077127	149106564	145427652	149077127	3649475	28390	0.9799	4.363	78	16	0		
535	NAHR_00202_chr1_145M	chr1	145197026	145221573	149170310	149194881	145221573	149170310	3948737	24559	0.9934	4.361	82	16	0		
536	NAHR_00447_chr1_145M	chr1	145197026	145221573	149170310	149194881	145221573	149170310	3948737	24559	0.9934	4.361	82	16	0		
537	NAHR_01367_chr17_4M	chr17	4635735	4642260	6655159	6661436	4642260	6655159	2012899	6401	0.9569	3.642	71	21	0		
538	NAHR_01368_chr17_4M	chr17	4635735	4642260	6655159	6661436	4642260	6655159	2012899	6401	0.9569	3.642	71	21	0		
539	NAHR_01128_chr16_28M	chr16	28437327	28471892	29037238	29071688	28471892	29037238	565346	34507	0.9944	4.513	39	15	0		CLN3=HP:0000709:Psychosis
540	NAHR_01155_chr16_28M	chr16	28437327	28471892	29037238	29071688	28471892	29037238	565346	34507	0.9944	4.513	39	15	0		CLN3=HP:0000709:Psychosis
541	NAHR_00795_chr15_28M	chr15	28697783	28714168	32388673	32405044	28714168	32388673	3674505	16378	0.9827	4.141	56	17	0		
542	NAHR_00846_chr15_28M	chr15	28697783	28714168	32388673	32405044	28714168	32388673	3674505	16378	0.9827	4.141	56	17	0		
543	NAHR_01960_chr22_18M	chr22	18483513	18492355	20345853	20354709	18492355	20345853	1853498	8849	0.9761	3.853	79	19	0		
544	NAHR_02010_chr22_18M	chr22	18483513	18492355	20345853	20354709	18492355	20345853	1853498	8849	0.9761	3.853	79	19	0		
545	NAHR_00166_chr1_144M	chr1	144422853	144440116	149058694	149075942	144440116	149058694	4618578	17255	0.9766	4.138	91	17	0		
546	NAHR_00437_chr1_144M	chr1	144422853	144440116	149058694	149075942	144440116	149058694	4618578	17255	0.9766	4.138	91	17	0		
547	NAHR_02019_chr22_20M	chr22	20692200	20699044	23314441	23321261	20699044	23314441	2615397	6832	0.9617	3.688	78	20	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision
548	NAHR_02084_chr22_20M	chr22	20692200	20699044	23314441	23321261	20699044	23314441	2615397	6832	0.9617	3.688	78	20	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision
549	NAHR_01097_chr16_21M	chr16	21397592	21502501	22436878	22541391	21502501	22436878	934377	104711	0.9983	5.011	32	12	0		
550	NAHR_01111_chr16_21M	chr16	21397592	21502501	22436878	22541391	21502501	22436878	934377	104711	0.9983	5.011	32	12	0		
551	NAHR_00237_chr1_145M	chr1	145383620	145405387	149055777	149075944	145405387	149055777	3650390	20967	0.9798	4.234	79	16	0		
552	NAHR_00429_chr1_145M	chr1	145383620	145405387	149055777	149075944	145405387	149055777	3650390	20967	0.9798	4.234	79	16	0		
553	NAHR_01753_chr2_108M	chr2	108719337	108771738	110530065	110577291	108771738	110530065	1758327	49813	0.9759	4.584	33	14	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
554	NAHR_01781_chr2_108M	chr2	108719337	108771738	110530065	110577291	108771738	110530065	1758327	49813	0.9759	4.584	33	14	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
555	NAHR_01088_chr16_18M	chr16	18856345	18907694	21877502	21926769	18907694	21877502	2969808	50308	0.9707	4.564	72	14	0		
556	NAHR_01109_chr16_18M	chr16	18856345	18907694	21877502	21926769	18907694	21877502	2969808	50308	0.9707	4.564	72	14	0		
557	NAHR_00181_chr1_144M	chr1	144435041	144457962	148121985	148144845	144457962	148121985	3664023	22890	0.9653	4.209	72	16	0		
558	NAHR_00375_chr1_144M	chr1	144435041	144457962	148121985	148144845	144457962	148121985	3664023	22890	0.9653	4.209	72	16	0		
559	NAHR_00807_chr15_30M	chr15	30077907	30377808	32153205	32460660	30377808	32153205	1775397	303678	0.9962	5.462	27	10	0		
560	NAHR_00841_chr15_30M	chr15	30077907	30377808	32153205	32460660	30377808	32153205	1775397	303678	0.9962	5.462	27	10	0		
561	NAHR_01357_chr16_70M	chr16	70165229	70203673	74391726	74430284	70203673	74391726	4188053	38501	0.9905	4.542	81	14	0		AARS1=HP:0100275:Diffuse cerebellar atrophy
562	NAHR_01362_chr16_70M	chr16	70165229	70203673	74391726	74430284	70203673	74391726	4188053	38501	0.9905	4.542	81	14	0		AARS1=HP:0100275:Diffuse cerebellar atrophy
563	NAHR_00802_chr15_28M	chr15	28730150	28752327	32522375	32544428	28752327	32522375	3770048	22115	0.9648	4.192	59	16	0		
564	NAHR_00855_chr15_28M	chr15	28730150	28752327	32522375	32544428	28752327	32522375	3770048	22115	0.9648	4.192	59	16	0		
565	NAHR_01765_chr2_109M	chr2	109877105	109888833	112437912	112449874	109888833	112437912	2549079	11845	0.9866	4.019	51	17	0		
566	NAHR_01788_chr2_109M	chr2	109877105	109888833	112437912	112449874	109888833	112437912	2549079	11845	0.9866	4.019	51	17	0		
567	NAHR_01356_chr16_70M	chr16	70110348	70149551	74331604	74372145	70149551	74331604	4182053	39872	0.9810	4.513	81	14	0		
568	NAHR_01360_chr16_70M	chr16	70110348	70149551	74331604	74372145	70149551	74331604	4182053	39872	0.9810	4.513	81	14	0		
569	NAHR_00167_chr1_144M	chr1	144422853	144440116	148572212	148589471	144440116	148572212	4132096	17261	0.9799	4.152	83	16	0		
570	NAHR_00405_chr1_144M	chr1	144422853	144440116	148572212	148589471	144440116	148572212	4132096	17261	0.9799	4.152	83	16	0		
571	NAHR_00278_chr1_145M	chr1	145600140	145686998	147920586	148009863	145686998	147920586	2233588	88067	0.9901	4.896	51	12	0		
572	NAHR_00346_chr1_145M	chr1	145600140	145686998	147920586	148009863	145686998	147920586	2233588	88067	0.9901	4.896	51	12	0		
573	NAHR_01023_chr16_15M	chr16	15231233	15379928	18186697	18334299	15379928	18186697	2806769	148148	0.9908	5.123	41	11	0		
574	NAHR_01057_chr16_15M	chr16	15231233	15379928	18186697	18334299	15379928	18186697	2806769	148148	0.9908	5.123	41	11	0		
575	NAHR_00291_chr1_146M	chr1	146081966	146328717	148532845	148779515	146328717	148532845	2204128	246710	0.9973	5.378	40	10	0		
576	NAHR_00392_chr1_146M	chr1	146081966	146328717	148532845	148779515	146328717	148532845	2204128	246710	0.9973	5.378	40	10	0		
577	NAHR_01120_chr16_28M	chr16	28337951	28360092	29035179	29057054	28360092	29035179	675087	22008	0.9905	4.301	43	15	0		
578	NAHR_01154_chr16_28M	chr16	28337951	28360092	29035179	29057054	28360092	29035179	675087	22008	0.9905	4.301	43	15	0		
579	NAHR_01130_chr16_28M	chr16	28449046	28471892	29476490	29500800	28471892	29476490	1004598	23578	0.9807	4.288	61	15	0		CLN3=HP:0000709:Psychosis
580	NAHR_01169_chr16_28M	chr16	28449046	28471892	29476490	29500800	28471892	29476490	1004598	23578	0.9807	4.288	61	15	0		CLN3=HP:0000709:Psychosis
581	NAHR_01074_chr16_18M	chr16	18358126	18374518	21837227	21853711	18374518	21837227	3462709	16438	0.9769	4.119	90	16	0		
582	NAHR_01106_chr16_18M	chr16	18358126	18374518	21837227	21853711	18374518	21837227	3462709	16438	0.9769	4.119	90	16	0		
583	NAHR_01064_chr16_18M	chr16	18317973	18334399	21837227	21853713	18334399	21837227	3502828	16456	0.9757	4.114	94	16	0		
584	NAHR_01107_chr16_18M	chr16	18317973	18334399	21837227	21853713	18334399	21837227	3502828	16456	0.9757	4.114	94	16	0		
585	NAHR_01355_chr16_70M	chr16	70075623	70107146	74525429	74556263	70107146	74525429	4418283	31178	0.9843	4.423	87	14	0		
586	NAHR_01364_chr16_70M	chr16	70075623	70107146	74525429	74556263	70107146	74525429	4418283	31178	0.9843	4.423	87	14	0		
587	NAHR_00255_chr1_145M	chr1	145573827	145591175	149058716	149075944	145591175	149058716	3467541	17288	0.9629	4.081	77	16	0		
588	NAHR_00438_chr1_145M	chr1	145573827	145591175	149058716	149075944	145591175	149058716	3467541	17288	0.9629	4.081	77	16	0		
589	NAHR_01351_chr16_69M	chr16	69943595	69972625	74400000	74428921	69972625	74400000	4427375	28975	0.9906	4.420	87	14	0		
590	NAHR_01363_chr16_69M	chr16	69943595	69972625	74400000	74428921	69972625	74400000	4427375	28975	0.9906	4.420	87	14	0		
591	NAHR_01125_chr16_28M	chr16	28342981	28363510	29384082	29404490	28363510	29384082	1020572	20468	0.9827	4.237	56	15	0		
592	NAHR_01164_chr16_28M	chr16	28342981	28363510	29384082	29404490	28363510	29384082	1020572	20468	0.9827	4.237	56	15	0		
593	NAHR_01126_chr16_28M	chr16	28342981	28363510	29485626	29506281	28363510	29485626	1122116	20592	0.9809	4.231	65	15	0		
594	NAHR_01171_chr16_28M	chr16	28342981	28363510	29485626	29506281	28363510	29485626	1122116	20592	0.9809	4.231	65	15	0		
595	NAHR_00305_chr1_146M	chr1	146139728	146254754	149366550	149480964	146254754	149366550	3111796	114720	0.9939	5.029	52	11	0		
596	NAHR_00451_chr1_146M	chr1	146139728	146254754	149366550	149480964	146254754	149366550	3111796	114720	0.9939	5.029	52	11	0		
597	NAHR_00243_chr1_145M	chr1	145400308	145421913	148121974	148144845	145421913	148121974	2700061	22238	0.9673	4.205	60	15	0		
598	NAHR_00374_chr1_145M	chr1	145400308	145421913	148121974	148144845	145421913	148121974	2700061	22238	0.9673	4.205	60	15	0		
599	NAHR_00284_chr1_146M	chr1	146066486	146138525	149475817	149548224	146138525	149475817	3337292	72223	0.9819	4.771	58	12	0		
600	NAHR_00460_chr1_146M	chr1	146066486	146138525	149475817	149548224	146138525	149475817	3337292	72223	0.9819	4.771	58	12	0		
601	NAHR_00164_chr1_144M	chr1	144420966	144440116	148101628	148120788	144440116	148101628	3661512	19155	0.9791	4.193	71	15	0		
602	NAHR_00354_chr1_144M	chr1	144420966	144440116	148101628	148120788	144440116	148101628	3661512	19155	0.9791	4.193	71	15	0		
603	NAHR_01745_chr2_108M	chr2	108493300	108522807	110500505	110530068	108522807	110500505	1977698	29535	0.9753	4.360	35	14	0		RANBP2=HP:0002181:Cerebral edema
604	NAHR_01778_chr2_108M	chr2	108493300	108522807	110500505	110530068	108522807	110500505	1977698	29535	0.9753	4.360	35	14	0		RANBP2=HP:0002181:Cerebral edema
605	NAHR_02882_chrY_22M	chrY	21924887	22093095	23534665	23702782	22093095	23534665	1441570	168162	0.9983	5.217	16	10	0		PRY2=HP:0011462:Young adult onset
606	NAHR_02911_chrY_22M	chrY	21924887	22093095	23534665	23702782	22093095	23534665	1441570	168162	0.9983	5.217	16	10	0		PRY2=HP:0011462:Young adult onset
607	NAHR_00868_chr15_72M	chr15	72646567	72671198	75274718	75299600	72671198	75274718	2603520	24756	0.9888	4.344	71	14	0		BBS4=HP:0100259:Postaxial polydactyly
608	NAHR_00875_chr15_72M	chr15	72646567	72671198	75274718	75299600	72671198	75274718	2603520	24756	0.9888	4.344	71	14	0		BBS4=HP:0100259:Postaxial polydactyly
609	NAHR_00208_chr1_145M	chr1	145289476	145301773	149053603	149064295	145301773	149053603	3751830	11494	0.9824	3.989	79	16	0		
610	NAHR_00417_chr1_145M	chr1	145289476	145301773	149053603	149064295	145301773	149053603	3751830	11494	0.9824	3.989	79	16	0		
611	NAHR_00998_chr16_14M	chr16	14816372	14909607	18486486	18579544	14909607	18486486	3576879	93146	0.9932	4.935	71	11	0		
612	NAHR_01084_chr16_14M	chr16	14816372	14909607	18486486	18579544	14909607	18486486	3576879	93146	0.9932	4.935	71	11	0		
613	NAHR_00239_chr1_145M	chr1	145388368	145405387	148103790	148120790	145405387	148103790	2698403	17009	0.9730	4.116	60	15	0		
614	NAHR_00366_chr1_145M	chr1	145388368	145405387	148103790	148120790	145405387	148103790	2698403	17009	0.9730	4.116	60	15	0		
615	NAHR_01119_chr16_28M	chr16	28327647	28342885	29366484	29381763	28342885	29366484	1023599	15258	0.9837	4.115	56	15	0		
616	NAHR_01157_chr16_28M	chr16	28327647	28342885	29366484	29381763	28342885	29366484	1023599	15258	0.9837	4.115	56	15	0		
617	NAHR_02134_chr3_195M	chr3	195622591	195646835	197643123	197667517	195646835	197643123	1996288	24319	0.9765	4.283	63	14	0		
618	NAHR_02142_chr3_195M	chr3	195622591	195646835	197643123	197667517	195646835	197643123	1996288	24319	0.9765	4.283	63	14	0		
619	NAHR_01024_chr16_15M	chr16	15231233	15379928	16377607	16525476	15379928	16377607	997679	148282	0.9925	5.132	29	10	0		
620	NAHR_01051_chr16_15M	chr16	15231233	15379928	16377607	16525476	15379928	16377607	997679	148282	0.9925	5.132	29	10	0		
621	NAHR_00248_chr1_145M	chr1	145508748	145520644	149019851	149032035	145520644	149019851	3499207	12040	0.9672	3.947	75	16	0		
622	NAHR_00412_chr1_145M	chr1	145508748	145520644	149019851	149032035	145520644	149019851	3499207	12040	0.9672	3.947	75	16	0		
623	NAHR_01133_chr16_28M	chr16	28456819	28471892	29384082	29399020	28471892	29384082	912190	15005	0.9822	4.102	53	15	0		CLN3=HP:0000709:Psychosis
624	NAHR_01163_chr16_28M	chr16	28456819	28471892	29384082	29399020	28471892	29384082	912190	15005	0.9822	4.102	53	15	0		CLN3=HP:0000709:Psychosis
625	NAHR_01000_chr16_14M	chr16	14876997	14954790	18355280	18436486	14954790	18355280	3400490	79499	0.9947	4.875	55	11	0		
626	NAHR_01072_chr16_14M	chr16	14876997	14954790	18355280	18436486	14954790	18355280	3400490	79499	0.9947	4.875	55	11	0		
627	NAHR_00256_chr1_145M	chr1	145573827	145591175	148572234	148589473	145591175	148572234	2981059	17293	0.9664	4.095	69	15	0		
628	NAHR_00406_chr1_145M	chr1	145573827	145591175	148572234	148589473	145591175	148572234	2981059	17293	0.9664	4.095	69	15	0		
629	NAHR_00251_chr1_145M	chr1	145568741	145591175	148098456	148120790	145591175	148098456	2507281	22384	0.9769	4.250	57	14	0		
630	NAHR_00351_chr1_145M	chr1	145568741	145591175	148098456	148120790	145591175	148098456	2507281	22384	0.9769	4.250	57	14	0		
631	NAHR_00252_chr1_145M	chr1	145571914	145579459	149549272	149556784	145579459	149549272	3969813	7528	0.9726	3.770	84	17	0		
632	NAHR_00474_chr1_145M	chr1	145571914	145579459	149549272	149556784	145579459	149549272	3969813	7528	0.9726	3.770	84	17	0		
633	NAHR_01353_chr16_69M	chr16	69972590	69993280	74374671	74395818	69993280	74374671	4381391	20918	0.9772	4.222	86	14	0		
634	NAHR_01361_chr16_69M	chr16	69972590	69993280	74374671	74395818	69993280	74374671	4381391	20918	0.9772	4.222	86	14	0		
635	NAHR_00308_chr1_146M	chr1	146328663	146371772	149556814	149599639	146371772	149556814	3185042	42967	0.9933	4.602	54	12	0		
636	NAHR_00475_chr1_146M	chr1	146328663	146371772	149556814	149599639	146371772	149556814	3185042	42967	0.9933	4.602	54	12	0		
637	NAHR_01022_chr16_15M	chr16	15161832	15231509	18073543	18143135	15231509	18073543	2842034	69634	0.9942	4.815	41	11	0		
638	NAHR_01055_chr16_15M	chr16	15161832	15231509	18073543	18143135	15231509	18073543	2842034	69634	0.9942	4.815	41	11	0		
639	NAHR_00317_chr1_146M	chr1	146402393	146474420	149099866	149170440	146474420	149099866	2625446	71300	0.9918	4.813	45	11	0		
640	NAHR_00443_chr1_146M	chr1	146402393	146474420	149099866	149170440	146474420	149099866	2625446	71300	0.9918	4.813	45	11	0		
641	NAHR_00219_chr1_145M	chr1	145331307	145341436	149055777	149064295	145341436	149055777	3714341	9323	0.9769	3.878	79	16	0		
642	NAHR_00235_chr1_145M	chr1	145374114	145384243	149055777	149064295	145384243	149055777	3671534	9323	0.9769	3.878	79	16	0		
643	NAHR_00430_chr1_145M	chr1	145374114	145384243	149055777	149064295	145384243	149055777	3671534	9323	0.9769	3.878	79	16	0		
644	NAHR_00434_chr1_145M	chr1	145331307	145341436	149055777	149064295	145341436	149055777	3714341	9323	0.9769	3.878	79	16	0		
645	NAHR_00229_chr1_145M	chr1	145359852	145369989	149055777	149064295	145369989	149055777	3685788	9327	0.9766	3.877	79	16	0		
646	NAHR_00431_chr1_145M	chr1	145359852	145369989	149055777	149064295	145369989	149055777	3685788	9327	0.9766	3.877	79	16	0		
647	NAHR_00213_chr1_145M	chr1	145317028	145327163	149055777	149064295	145327163	149055777	3728614	9326	0.9765	3.876	79	16	0		
648	NAHR_00435_chr1_145M	chr1	145317028	145327163	149055777	149064295	145327163	149055777	3728614	9326	0.9765	3.876	79	16	0		
649	NAHR_00223_chr1_145M	chr1	145340817	145350966	149055777	149064295	145350966	149055777	3704811	9333	0.9759	3.874	79	16	0		
650	NAHR_00227_chr1_145M	chr1	145350341	145360475	149055777	149064295	145360475	149055777	3695302	9326	0.9759	3.874	79	16	0		
651	NAHR_00432_chr1_145M	chr1	145350341	145360475	149055777	149064295	145360475	149055777	3695302	9326	0.9759	3.874	79	16	0		
652	NAHR_00433_chr1_145M	chr1	145340817	145350966	149055777	149064295	145350966	149055777	3704811	9333	0.9759	3.874	79	16	0		
653	NAHR_01764_chr2_109M	chr2	109870892	109877254	112495644	112501717	109877254	112495644	2618390	6217	0.9831	3.730	53	17	0		
654	NAHR_01790_chr2_109M	chr2	109870892	109877254	112495644	112501717	109877254	112495644	2618390	6217	0.9831	3.730	53	17	0		
655	NAHR_00991_chr16_14M	chr16	14749155	14816375	18268081	18334337	14816375	18268081	3451706	66738	0.9907	4.779	62	11	0		
656	NAHR_01058_chr16_14M	chr16	14749155	14816375	18268081	18334337	14816375	18268081	3451706	66738	0.9907	4.779	62	11	0		
657	NAHR_00185_chr1_144M	chr1	144476071	144488026	148338954	148348209	144488026	148338954	3850928	10605	0.9542	3.841	77	16	0		
658	NAHR_00379_chr1_144M	chr1	144476071	144488026	148338954	148348209	144488026	148338954	3850928	10605	0.9542	3.841	77	16	0		
659	NAHR_00212_chr1_145M	chr1	145304067	145312881	149055500	149064295	145312881	149055500	3742619	8804	0.9643	3.804	79	16	0		
660	NAHR_00418_chr1_145M	chr1	145304067	145312881	149055500	149064295	145312881	149055500	3742619	8804	0.9643	3.804	79	16	0		
661	NAHR_01751_chr2_108M	chr2	108650578	108687692	110445435	110477263	108687692	110445435	1757743	34471	0.9859	4.474	30	12	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
662	NAHR_01773_chr2_108M	chr2	108650578	108687692	110445435	110477263	108687692	110445435	1757743	34471	0.9859	4.474	30	12	0		RANBP2=HP:0002181:Cerebral edema;EDAR=HP:0000232:Everted lower lip vermilion
663	NAHR_00188_chr1_144M	chr1	144565900	144572458	148524430	148530937	144572458	148524430	3951972	6532	0.9902	3.778	80	16	0		
664	NAHR_00390_chr1_144M	chr1	144565900	144572458	148524430	148530937	144572458	148524430	3951972	6532	0.9902	3.778	80	16	0		
665	NAHR_02136_chr3_195M	chr3	195935416	195956667	197632496	197656977	195956667	197632496	1675829	22866	0.9738	4.245	51	13	0		TFRC=HP:0000509:Conjunctivitis
666	NAHR_02141_chr3_195M	chr3	195935416	195956667	197632496	197656977	195956667	197632496	1675829	22866	0.9738	4.245	51	13	0		TFRC=HP:0000509:Conjunctivitis
